(0.08823529411764706, 0.08823529411764706, 0.08823529411764706)
(0.11764705882352941, 0.11764705882352941, 0.11764705882352941)
(0.11764705882352941, 0.11764705882352941, 0.11764705882352941)
(0.17647058823529413, 0.17647058823529413, 0.17647058823529413)
(0.08823529411764706, 0.08823529411764706, 0.08823529411764706)
(0.11764705882352941, 0.11764705882352941, 0.11764705882352941)
(0.14705882352941177, 0.14705882352941177, 0.14705882352941177)
(0.14705882352941177, 0.14705882352941177, 0.14705882352941177)
(0.11764705882352941, 0.11764705882352941, 0.11764705882352941)
(0.058823529411764705, 0.058823529411764705, 0.058823529411764705)
(0.08823529411764706, 0.08823529411764706, 0.08823529411764706)
(0.058823529411764705, 0.058823529411764705, 0.058823529411764705)
(0.14705882352941177, 0.14705882352941177, 0.14705882352941177)
(0.11764705882352941, 0.11764705882352941, 0.11764705882352941)
(0.11764705882352941, 0.11764705882352941, 0.11764705882352941)
(0.08823529411764706, 0.08823529411764706, 0.08823529411764706)
(0.14705882352941177, 0.14705882352941177, 0.14705882352941177)
(0.14705882352941177, 0.14705882352941177, 0.14705882352941177)
(0.058823529411764705, 0.058823529411764705, 0.058823529411764705)
(0.058823529411764705, 0.058823529411764705, 0.058823529411764705)
