# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       39.734    19315.520
       2.002      234.200     1104.102    20943.715
       4.004      142.300     1104.637    20943.715
       6.007      158.300     1186.410    20945.730
       8.009      172.800     1187.430    20945.730
      10.011      171.300     1188.203    20945.730
      12.013      169.800     1188.719    20945.730
      14.016      172.800     1189.750    20945.730
      16.018      170.300     1190.523    20945.730
      18.020      168.800     1191.297    20945.730
      20.022      166.800     1192.070    20945.730
      22.025      158.300     1384.344    20945.730
      24.025      109.500     1384.344    20945.730
      26.027      108.900     1384.344    20945.730
      28.029      109.400     1384.344    20945.730
      30.031      108.400     1384.344    20945.730
      32.033      109.400     1384.344    20945.730
      34.035      116.900     1384.344    20945.730
      36.038      147.800     1385.652    20945.730
      38.040      162.800     1413.871    20945.730
      40.042      133.900     1413.871    20945.730
      42.044      135.300     1413.871    20945.730
      44.047      137.800     1416.305    20945.730
      46.048      137.900     1416.305    20945.730
      48.049      136.500     1416.305    20945.730
      50.050      135.400     1416.305    20945.730
      52.052      137.800     1416.820    20945.730
      54.055      136.300     1416.820    20945.730
      56.057      124.900     1414.176    20945.730
      58.057      175.000     1492.238    20947.746
      60.059      173.300     1498.941    20947.746
      62.061      119.900     1500.230    20947.746
      64.063      150.300     1623.078    20947.746
      66.064      136.000     1674.641    20947.746
      68.065      174.900     1809.359    20947.746
      70.067      136.800     1809.359    20947.746
      72.069      129.900     1856.789    20947.746
      74.071      188.800     1857.047    20947.746
      76.074      136.800     1857.047    20947.746
      78.076      127.400     2025.656    20947.746
      80.078      107.400     2025.656    20947.746
      82.080      138.300     2086.625    20947.746
      84.083      102.400     2279.469    20947.746
      86.085      101.900     2413.531    20947.746
      88.087      138.800     2413.531    20947.746
      90.089      112.400     2413.531    20947.746
      92.092      103.400     2413.531    20947.746
      94.094      141.300     2437.500    20947.746
      96.096       99.900     2437.500    20947.746
      98.098      100.400     2437.500    20947.746
     100.101       99.900     2437.500    20947.746
     102.101      100.500     2437.500    20947.746
     104.103      100.400     2437.500    20947.746
     106.105      100.400     2437.500    20947.746
     108.107      101.400     2437.734    20947.746
     110.110      101.900     2438.250    20947.746
     112.112       99.900     2438.250    20947.746
     114.114      100.400     2438.250    20947.746
     116.116       99.900     2438.250    20947.746
     118.117      100.500     2438.250    20947.746
     120.119       99.900     2438.250    20947.746
     122.122      100.400     2438.250    20947.746
     124.124       99.900     2438.250    20947.746
     126.126      100.400     2438.250    20947.746
     128.128      134.800     2438.508    20947.746
     130.131      101.900     2438.508    20947.746
     132.133      102.900     2438.508    20947.746
     134.133      133.500     2438.750    20947.746
     136.135      101.400     2438.750    20947.746
     138.137      135.400     2438.750    20947.746
     140.139      103.400     2438.750    20947.746
     142.142      103.400     2438.750    20947.746
     144.144       99.900     2438.750    20947.746
     146.144      100.000     2438.750    20947.746
     148.147      100.400     2438.750    20947.746
     150.149      100.400     2438.750    20947.746
     152.151       99.900     2438.750    20947.746
     154.153      100.400     2438.750    20947.746
     156.155       99.900     2438.750    20947.746
     158.158      100.400     2438.750    20947.746
     160.160       99.900     2438.750    20947.746
     162.161      100.400     2438.750    20947.746
     164.163       99.900     2438.750    20947.746
     166.166      100.400     2438.750    20947.746
     168.168       99.900     2438.750    20947.746
     170.170      130.400     2438.750    20947.746
     172.172      101.400     2438.750    20947.746
     174.173      100.000     2438.750    20947.746
     176.175      100.400     2438.750    20947.746
     178.177       99.900     2438.750    20947.746
     180.179       99.900     2438.750    20947.746
     182.181      100.400     2438.750    20947.746
     184.183       99.900     2438.750    20947.746
     186.186       99.900     2438.750    20947.746
     188.188      103.900     2438.750    20947.746
     190.190      101.400     2438.750    20947.746
     192.192      134.300     2439.008    20947.746
     194.195      109.900     2440.016    20947.746
     196.197      100.900     2440.016    20947.746
     198.199       99.900     2440.016    20947.746
     200.201      135.400     2441.305    20947.746
     202.203      100.900     2441.305    20947.746
     204.206       99.900     2441.305    20947.746
     206.208      132.300     2441.305    20947.746
     208.210      103.400     2441.305    20947.746
     210.213       99.900     2441.305    20947.746
     212.215      100.400     2441.305    20947.746
     214.217      128.400     2441.305    20947.746
     216.219       99.900     2441.305    20947.746
     218.222       99.900     2441.305    20947.746
     220.224       99.900     2441.305    20947.746
     222.226      100.900     2441.305    20947.746
     224.229       99.900     2441.305    20947.746
     226.231       99.900     2441.305    20947.746
     228.233      100.400     2441.305    20947.746
     230.235       99.900     2441.305    20947.746
     232.238      100.400     2441.305    20947.746
     234.240       99.900     2441.305    20947.746
     236.242       99.900     2441.305    20947.746
     238.244       99.900     2441.305    20947.746
     240.247      100.400     2441.305    20947.746
     242.249      133.400     2441.305    20947.746
     244.251      100.400     2441.305    20947.746
     246.253      100.400     2441.305    20947.746
     248.255      124.400     2441.305    20947.746
     250.257      106.400     2441.305    20947.746
     252.259       99.900     2441.305    20947.746
     254.261      135.900     2441.305    20947.746
     256.263       99.900     2441.305    20947.746
     258.265      100.400     2441.305    20947.746
     260.267       99.900     2441.305    20947.746
     262.269      100.400     2441.305    20947.746
     264.271       99.900     2441.305    20947.746
     266.273      100.400     2441.305    20947.746
     268.275       99.900     2441.305    20947.746
     270.277       99.900     2441.305    20947.746
     272.279       99.900     2441.305    20947.746
     274.281      100.400     2441.305    20947.746
     276.283       99.900     2441.305    20947.746
     278.285       99.900     2441.305    20947.746
     280.287       99.900     2441.305    20947.746
     282.289      131.400     2441.305    20947.746
     284.291       99.900     2441.305    20947.746
     286.293      100.400     2441.305    20947.746
     288.295      136.800     2441.316    21139.746
     290.297      100.400     2441.316    21139.746
     292.299       99.900     2441.547    21139.746
     294.301       99.900     2441.547    21139.746
     296.303       99.900     2441.547    21139.746
     298.306      100.400     2441.949    21139.746
     300.308       99.900     2441.949    21139.746
     302.309      100.400     2441.949    21139.746
     304.311       99.900     2441.949    21139.746
     306.314       99.900     2441.949    21139.746
     308.316       99.900     2441.949    21139.746
     310.318      100.400     2441.949    21139.746
     312.320      132.900     2441.949    21139.746
     314.321      100.000     2442.160    21139.746
     316.323       99.900     2442.160    21139.746
     318.326      136.300     2442.160    21139.746
     320.328      100.400     2442.160    21139.746
     322.330       99.900     2442.160    21139.746
     324.332       99.900     2442.160    21139.746
     326.335       99.900     2442.160    21139.746
     328.337       99.900     2442.160    21139.746
     330.337      100.500     2442.281    21139.746
     332.339       99.900     2442.281    21139.746
     334.341       99.900     2442.281    21139.746
     336.343      100.400     2442.281    21139.746
     338.346       99.900     2442.281    21139.746
     340.348       99.900     2442.281    21139.746
     342.349      100.400     2442.281    21139.746
     344.351      100.400     2442.281    21139.746
     346.353      101.900     2442.523    21139.746
     348.355       99.900     2442.523    21139.746
     350.358      101.400     2442.523    21139.746
     352.360      133.400     2442.523    21139.746
     354.362      100.400     2442.523    21139.746
     356.363      137.900     2442.523    21139.746
     358.365      100.400     2442.523    21139.746
     360.367       99.900     2442.523    21139.746
     362.370       99.900     2442.523    21139.746
     364.372       99.900     2442.523    21139.746
     366.373      100.400     2442.523    21139.746
     368.375       99.900     2442.523    21139.746
     370.378      100.400     2442.523    21139.746
     372.380       99.900     2442.523    21139.746
     374.381      100.400     2442.523    21139.746
     376.383       99.900     2442.523    21139.746
     378.385      128.400     2442.523    21139.746
     380.387       99.900     2443.809    21139.746
     382.389      100.400     2443.891    21139.746
     384.391       99.900     2443.891    21139.746
     386.393      131.900     2443.891    21139.746
     388.396      101.900     2443.891    21139.746
     390.398       99.900     2443.891    21139.746
     392.400       99.900     2443.891    21139.746
     394.402      100.400     2443.891    21139.746
     396.405       99.900     2443.891    21139.746
     398.407       99.900     2443.891    21139.746
     400.409      100.400     2443.891    21139.746
     402.411      129.900     2443.891    21139.746
     404.413      100.400     2443.891    21139.746
     406.415       99.900     2443.891    21139.746
     408.418      100.400     2443.891    21139.746
     410.420       99.900     2443.891    21139.746
     412.422       99.900     2443.891    21139.746
     414.424       99.900     2443.891    21139.746
     416.427      100.400     2443.891    21139.746
     418.429       99.900     2443.891    21139.746
     420.431       99.900     2443.891    21139.746
     422.433      134.300     2443.891    21139.746
     424.435       99.900     2443.891    21139.746
     426.437      100.400     2443.891    21139.746
     428.439       99.900     2443.891    21139.746
     430.442       99.900     2443.891    21139.746
     432.444       99.900     2443.891    21139.746
     434.446      100.400     2443.891    21139.746
     436.446      131.500     2443.891    21139.746
     438.449       99.900     2443.891    21139.746
     440.450      100.500     2443.891    21139.746
     442.452       99.900     2443.891    21139.746
     444.454      100.400     2443.891    21139.746
     446.456       99.900     2443.891    21139.746
     448.457      100.000     2443.891    21139.746
     450.459      137.300     2443.891    21139.746
     452.461       99.900     2443.891    21139.746
     454.463       99.900     2443.891    21139.746
     456.465      100.400     2443.891    21139.746
     458.467       99.900     2443.891    21139.746
     460.469       99.900     2443.891    21139.746
     462.471      100.400     2443.891    21139.746
     464.474       99.900     2443.891    21139.746
     466.476      127.900     2443.891    21139.746
     468.478      100.400     2443.891    21139.746
     470.480       99.900     2443.891    21139.746
     472.481      100.500     2443.891    21139.746
     474.483      133.900     2443.891    21139.746
     476.486      100.400     2443.891    21139.746
     478.488       99.900     2443.891    21139.746
     480.490       99.900     2443.891    21139.746
     482.492       99.900     2443.891    21139.746
     484.495      100.400     2443.891    21139.746
     486.497       99.900     2443.891    21139.746
     488.499      100.400     2443.891    21139.746
     490.501       99.900     2443.891    21139.746
     492.504      129.900     2443.891    21139.746
     494.505      100.400     2443.891    21139.746
     496.507       99.900     2443.891    21139.746
     498.509       99.900     2443.891    21139.746
     500.511       99.900     2443.891    21139.746
     502.514      100.400     2443.891    21139.746
     504.516      132.400     2443.980    21139.746
     506.517      100.400     2443.980    21139.746
     508.519       99.900     2443.980    21139.746
     510.521       99.900     2443.980    21139.746
     512.523      100.400     2443.980    21139.746
     514.526       99.900     2443.980    21139.746
     516.528       99.900     2443.980    21139.746
     518.530      100.400     2443.980    21139.746
     520.532       99.900     2443.980    21139.746
     522.535       99.900     2443.980    21139.746
     524.537       99.900     2443.980    21139.746
     526.539      100.400     2443.980    21139.746
     528.541      100.400     2443.980    21139.746
     530.543      131.400     2443.980    21139.746
     532.546      100.400     2443.980    21139.746
     534.548       99.900     2443.980    21139.746
     536.550       99.900     2443.980    21139.746
     538.552       99.900     2443.980    21139.746
     540.555      100.400     2443.980    21139.746
     542.557      100.400     2443.980    21139.746
     544.557      100.000     2443.980    21139.746
     546.559       99.900     2443.980    21139.746
     548.561      100.400     2443.980    21139.746
     550.563       99.900     2443.980    21139.746
     552.565       99.900     2443.980    21139.746
     554.567      100.400     2443.980    21139.746
     556.569       99.900     2443.980    21139.746
     558.571       99.900     2443.980    21139.746
     560.573       99.900     2443.980    21139.746
     562.575       99.900     2443.980    21139.746
     564.577      100.400     2443.980    21139.746
     566.580       99.900     2443.980    21139.746
     568.581      100.400     2443.980    21139.746
     570.583       99.900     2443.980    21139.746
     572.586       99.900     2443.980    21139.746
     574.588       99.900     2443.980    21139.746
     576.590      100.400     2443.980    21139.746
     578.592      100.400     2443.980    21139.746
     580.593      137.400     2443.980    21139.746
     582.595       99.900     2443.980    21139.746
     584.598      100.400     2443.980    21139.746
     586.600       99.900     2443.980    21139.746
     588.602      100.400     2443.980    21139.746
     590.604       99.900     2443.980    21139.746
     592.605      102.000     2443.980    21139.746
     594.607       99.900     2443.980    21139.746
     596.610       99.900     2443.980    21139.746
     598.612       99.900     2443.980    21139.746
     600.614      100.400     2443.980    21139.746
     602.616       99.900     2443.980    21139.746
     604.619      100.400     2443.980    21139.746
     606.621      126.400     2443.980    21139.746
     608.623      100.400     2443.980    21139.746
     610.625       99.900     2443.980    21139.746
     612.627       99.900     2443.980    21139.746
     614.630      100.400     2443.980    21139.746
