# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       39.648    19310.867
       2.002      285.200      691.051    21327.086
       4.005      282.700     1135.277    21327.086
       6.007      105.400     1885.617    21327.086
       8.009      111.900     2052.262    21327.086
      10.011      104.900     2657.707    21327.086
      12.013      154.800     2973.371    21327.086
      14.016       99.900     2977.078    21327.086
      16.018      167.300     3005.285    21327.086
      18.020      132.900     3006.074    21327.086
      20.022      100.400     2982.242    21327.086
      22.025      104.900     2982.367    21327.086
      24.027      118.400     3051.719    21327.086
      26.029      104.900     3051.859    21327.086
      28.031       99.900     3051.859    21327.086
      30.033       99.900     3051.859    21327.086
      32.035      100.400     3051.859    21327.086
      34.037       99.900     3051.859    21327.086
      36.039      100.900     3051.859    21327.086
      38.041       99.900     3051.859    21327.086
      40.043       99.900     3051.859    21327.086
      42.045       99.900     3051.859    21327.086
      44.047      100.400     3051.859    21327.086
      46.049       99.900     3051.859    21327.086
      48.051       99.900     3051.859    21327.086
      50.051      100.000     3051.859    21327.086
      52.054       99.900     3051.859    21327.086
      54.056      100.400     3051.859    21327.086
      56.058       99.900     3051.859    21327.086
      58.059      100.000     3051.859    21327.086
      60.061      100.400     3051.859    21327.086
      62.063       99.900     3051.859    21327.086
      64.065       99.900     3051.859    21327.086
      66.067      100.400     3051.859    21327.086
      68.069       99.900     3051.859    21327.086
      70.071       99.900     3051.859    21327.086
      72.073      105.400     3051.930    21327.086
      74.075       99.900     3051.930    21327.086
      76.077       99.900     3051.930    21327.086
      78.080      100.400     3051.930    21327.086
      80.082       99.900     3051.930    21327.086
      82.084       99.900     3051.930    21327.086
      84.086       99.900     3051.930    21327.086
      86.088      100.400     3051.930    21327.086
      88.091       99.900     3051.930    21327.086
      90.093      100.400     3051.930    21327.086
      92.095      100.400     3051.930    21327.086
      94.097       99.900     3051.930    21327.086
      96.100       99.900     3051.930    21327.086
      98.102       99.900     3051.930    21327.086
     100.104      101.900     3052.176    21327.086
     102.106       99.900     3052.176    21327.086
     104.108       99.900     3052.176    21327.086
     106.111       99.900     3052.176    21327.086
     108.113      100.400     3052.176    21327.086
     110.115       99.900     3052.176    21327.086
     112.117      100.400     3052.176    21327.086
     114.119       99.900     3052.176    21327.086
     116.121      100.900     3052.176    21327.086
     118.124       99.900     3052.176    21327.086
     120.126      100.400     3052.176    21327.086
     122.128       99.900     3052.176    21327.086
     124.130       99.900     3052.176    21327.086
     126.132       99.900     3052.176    21327.086
     128.135      100.400     3052.176    21327.086
     130.135      100.000     3052.176    21327.086
     132.137       99.900     3052.176    21327.086
     134.140      100.400     3052.176    21327.086
     136.142       99.900     3052.176    21327.086
     138.144       99.900     3052.176    21327.086
     140.146       99.900     3052.176    21327.086
     142.148      100.400     3052.176    21327.086
     144.151       99.900     3052.176    21327.086
     146.153       99.900     3052.176    21327.086
     148.155      100.400     3052.176    21327.086
     150.157       99.900     3052.176    21327.086
     152.160       99.900     3052.176    21327.086
     154.162       99.900     3052.176    21327.086
     156.164      100.400     3052.176    21327.086
     158.166       99.900     3052.176    21327.086
     160.168       99.900     3052.176    21327.086
     162.171       99.900     3052.176    21327.086
     164.173      100.400     3052.176    21327.086
     166.175      100.400     3052.176    21327.086
     168.177       99.900     3052.176    21327.086
     170.180       99.900     3052.176    21327.086
     172.182       99.900     3052.176    21327.086
     174.184      100.400     3052.176    21327.086
     176.186       99.900     3052.176    21327.086
     178.189       99.900     3052.176    21327.086
     180.191      100.400     3052.176    21327.086
     182.193      100.900     3052.176    21327.086
     184.195      100.400     3052.176    21327.086
     186.197       99.900     3052.176    21327.086
     188.200      100.400     3052.176    21327.086
     190.202       99.900     3052.176    21327.086
     192.204      118.900     3068.418    21327.086
     194.206       99.900     3068.418    21327.086
     196.207      100.500     3068.418    21327.086
     198.209       99.900     3068.418    21327.086
     200.211       99.900     3068.418    21327.086
     202.213       99.900     3068.418    21327.086
     204.215      100.400     3068.418    21327.086
     206.217       99.900     3068.418    21327.086
     208.219       99.900     3068.418    21327.086
     210.221       99.900     3068.418    21327.086
     212.223      100.400     3068.418    21327.086
     214.225       99.900     3068.418    21327.086
     216.228       99.900     3068.418    21327.086
     218.230       99.900     3068.418    21327.086
     220.232      100.400     3068.418    21327.086
     222.234      171.800     3069.484    21327.086
