# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       39.105    19310.867
       2.002      295.700      724.371    21456.090
       4.004      270.200     1604.137    21456.090
       6.007      107.400     2389.730    21456.090
       8.008      105.500     2983.094    21456.090
      10.010      204.300     3025.953    21456.090
      12.012      100.900     3026.027    21456.090
      14.014      103.900     3026.109    21456.090
      16.016      102.400     3026.465    21456.090
      18.018      105.900     3026.465    21456.090
      20.021      100.400     3026.465    21456.090
      22.023       99.900     3026.465    21456.090
      24.024      100.000     3026.531    21456.090
      26.026       99.900     3026.531    21456.090
      28.028      111.400     3054.633    21456.090
      30.030       99.900     3054.633    21456.090
      32.032      100.400     3054.633    21456.090
      34.034       99.900     3054.633    21456.090
      36.037      100.400     3054.633    21456.090
      38.039       99.900     3055.395    21456.090
      40.041      100.400     3058.488    21456.090
      42.043      131.900     3074.656    21456.090
