# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       39.211    19315.520
       2.000      209.500     1011.027    21136.727
       4.003      131.900     1011.477    21136.727
       6.005      154.800     1108.344    21136.727
       8.007      147.300     1108.344    21136.727
      10.008      155.900     1109.891    21136.727
      12.011      149.800     1109.891    21136.727
      14.013      147.300     1109.891    21136.727
      16.015      158.300     1266.285    21136.727
      18.017      100.400     1266.285    21136.727
      20.020       99.900     1266.387    21136.727
      22.022       99.900     1266.387    21136.727
      24.024      101.400     1266.387    21136.727
      26.026      143.800     1268.418    21136.727
      28.029      128.400     1268.418    21136.727
      30.031      128.900     1268.418    21136.727
      32.033      130.900     1268.418    21136.727
      34.035      178.800     1298.047    21138.742
      36.036      127.400     1298.047    21138.742
      38.039      127.400     1298.047    21138.742
      40.041      141.300     1309.645    21138.742
      42.043       99.900     1299.801    21138.742
      44.045      100.400     1299.801    21138.742
      46.048      140.300     1308.992    21138.742
      48.050      130.400     1308.992    21138.742
      50.052      150.300     1338.125    21138.742
      52.054       99.900     1338.125    21138.742
      54.056      101.900     1338.125    21138.742
      56.059      119.400     1339.414    21138.742
      58.061      100.400     1339.414    21138.742
      60.063      119.900     1340.961    21138.742
      62.064      132.400     1340.961    21138.742
      64.067      122.400     1340.961    21138.742
      66.069      150.300     1341.992    21138.742
      68.071      174.300     1401.223    21138.742
      70.072      161.400     1591.746    21138.742
      72.075      102.400     1591.746    21138.742
      74.077      131.900     1893.211    21138.742
      76.079      131.400     1894.926    21138.742
      78.081      129.400     1899.824    21138.742
      80.082      131.400     2140.367    21138.742
      82.084      104.400     2253.805    21138.742
      84.087      128.400     2259.734    21138.742
      86.089      101.400     2259.734    21138.742
      88.091      100.900     2259.992    21138.742
      90.093      127.900     2259.992    21138.742
      92.096      102.400     2259.992    21138.742
      94.098      100.900     2260.250    21138.742
      96.100      125.900     2265.922    21138.742
      98.102      128.900     2265.922    21138.742
     100.105      100.400     2265.922    21138.742
     102.107      105.400     2265.922    21138.742
     104.109      127.900     2266.695    21138.742
     106.111      101.400     2266.695    21138.742
     108.113      129.900     2266.695    21138.742
     110.116      100.400     2266.695    21138.742
     112.118       99.900     2266.695    21138.742
     114.120       99.900     2266.695    21138.742
     116.122      124.400     2266.695    21138.742
     118.125       99.900     2266.695    21138.742
     120.127       99.900     2266.695    21138.742
     122.129      100.400     2266.695    21138.742
     124.131      129.900     2266.953    21138.742
     126.134      100.400     2266.953    21138.742
     128.136       99.900     2266.953    21138.742
     130.136      124.000     2266.953    21138.742
     132.139       99.900     2266.953    21138.742
     134.140      129.900     2267.211    21138.742
     136.143       99.900     2267.211    21138.742
     138.145      124.400     2267.211    21138.742
     140.147      100.400     2267.211    21138.742
     142.148       99.900     2267.211    21138.742
     144.151      130.400     2267.211    21138.742
     146.152       99.900     2267.211    21138.742
     148.155      124.900     2267.254    21138.742
     150.157      100.400     2267.254    21138.742
     152.159      130.400     2267.512    21138.742
     154.161       99.900     2267.512    21138.742
     156.164      100.400     2269.051    21138.742
     158.166       99.900     2269.051    21138.742
     160.168      125.900     2269.051    21138.742
     162.171      100.400     2269.051    21138.742
     164.173       99.900     2269.051    21138.742
     166.175       99.900     2269.051    21138.742
     168.177      100.400     2269.051    21138.742
     170.180       99.900     2269.051    21138.742
     172.181       99.900     2269.051    21138.742
     174.184      100.400     2269.051    21138.742
     176.184      105.400     2269.051    21138.742
     178.187      124.900     2269.051    21138.742
     180.188      100.400     2269.051    21138.742
     182.191      123.400     2269.051    21138.742
     184.192      100.400     2269.051    21138.742
     186.195      129.900     2269.051    21138.742
     188.196      100.400     2269.051    21138.742
     190.199      124.400     2269.277    21138.742
     192.200      100.400     2269.277    21138.742
     194.203       99.900     2269.277    21138.742
     196.204      129.900     2269.277    21138.742
     198.207       99.900     2269.277    21138.742
     200.208      127.400     2269.277    21138.742
     202.211       99.900     2269.277    21138.742
     204.213       99.900     2269.277    21138.742
     206.215      130.900     2269.277    21138.742
     208.217       99.900     2269.277    21138.742
     210.220      100.400     2269.277    21138.742
     212.222       99.900     2269.277    21138.742
     214.224      125.900     2269.277    21138.742
     216.227       99.900     2269.277    21138.742
     218.229      130.400     2269.277    21138.742
     220.231       99.900     2269.277    21138.742
     222.233       99.900     2269.277    21138.742
     224.236      126.400     2269.277    21138.742
     226.238      100.400     2269.277    21138.742
     228.240       99.900     2269.277    21138.742
     230.242      130.300     2269.277    21138.742
     232.245      100.400     2269.277    21138.742
     234.247      123.900     2269.277    21138.742
     236.249      130.400     2269.277    21138.742
