# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.828       13.820
       2.002       98.900       58.332       68.992
       4.004       99.900       59.090       69.246
       6.007       99.900       59.090       69.246
       8.007      100.000       59.090       69.246
      10.009       99.900       59.090       69.246
      12.011       99.900       59.090       69.246
      14.013       99.900       59.090       69.375
      16.015      100.400       59.090       69.375
      18.017       99.900       59.090       69.375
      20.019       99.900       59.090       69.375
      22.021       99.900       59.090       69.375
      24.023      100.400       59.344       69.531
      26.026       99.900       59.344       69.531
      28.028       99.900       59.344       69.531
      30.030       99.900       59.344       69.531
      32.032       99.900       59.344       69.531
      34.035      100.400       59.344       69.531
